t_s,x_east,y_north,v_east,v_north,a_cmd,path_idx,cte_m
2.800043320655822754e+01,1.243128128051757812e+02,2.018960952758789062e+01,3.348709344863891602e+00,3.678582191467285156e+00,-2.396894900670454021e-01,2.660000000000000000e+02,3.716992423760046016e-01
2.825218009948730469e+01,1.251654357910156250e+02,2.111711883544921875e+01,3.364614725112915039e+00,3.658611059188842773e+00,-2.466956735146566826e-01,2.680000000000000000e+02,1.896956798103628661e-01
2.850143790245056152e+01,1.260170211791992188e+02,2.203479957580566406e+01,3.380540370941162109e+00,3.634028673171997070e+00,-2.562301727786686634e-01,2.710000000000000000e+02,2.372454203424921026e-01
2.875429606437683105e+01,1.268770370483398438e+02,2.295109176635742188e+01,3.398360490798950195e+00,3.607916593551635742e+00,-2.531910747563335673e-01,2.730000000000000000e+02,4.236718308287541063e-02
2.900206804275512695e+01,1.277486953735351562e+02,2.386643600463867188e+01,3.419518232345581055e+00,3.580751895904541016e+00,-2.552288588009744563e-01,2.760000000000000000e+02,2.011909285784959645e-01
2.925734186172485352e+01,1.286162719726562500e+02,2.476641082763671875e+01,3.441425085067749023e+00,3.555379390716552734e+00,-2.445403246126552355e-01,2.780000000000000000e+02,1.533954211331561845e-01
2.950217318534851074e+01,1.294881591796875000e+02,2.565909957885742188e+01,3.464506864547729492e+00,3.530402183532714844e+00,-2.422350516419381483e-01,2.810000000000000000e+02,2.696925559853313725e-01
2.975266194343566895e+01,1.303624114990234375e+02,2.654147338867187500e+01,3.488298654556274414e+00,3.507154226303100586e+00,-2.383322385335160942e-01,2.830000000000000000e+02,2.605009955850457470e-01
3.000272202491760254e+01,1.312486419677734375e+02,2.742388725280761719e+01,3.513906240463256836e+00,3.485002756118774414e+00,-2.194628723779054325e-01,2.860000000000000000e+02,3.444602112952328543e-01
3.025409412384033203e+01,1.321307373046875000e+02,2.829072570800781250e+01,3.537343263626098633e+00,3.462899923324584961e+00,-1.990885288846123702e-01,2.880000000000000000e+02,3.374897308013946606e-01
3.049995207786560059e+01,1.330179290771484375e+02,2.915248680114746094e+01,3.557858943939208984e+00,3.442787170410156250e+00,-1.909632952582099308e-01,2.910000000000000000e+02,4.063426320005130155e-01
3.075265312194824219e+01,1.339120941162109375e+02,3.001273345947265625e+01,3.580634355545043945e+00,3.427229404449462891e+00,-1.713253490473310436e-01,2.930000000000000000e+02,3.853887891626530116e-01
3.100569319725036621e+01,1.348242187500000000e+02,3.088119697570800781e+01,3.604508161544799805e+00,3.412827491760253906e+00,-1.616386588325652018e-01,2.960000000000000000e+02,4.347851080101891030e-01
3.125251102447509766e+01,1.357306213378906250e+02,3.173421669006347656e+01,3.626823425292968750e+00,3.398766994476318359e+00,-1.394449641690980735e-01,2.980000000000000000e+02,4.124241820245724277e-01
3.150448608398437500e+01,1.366423339843750000e+02,3.258347320556640625e+01,3.647636651992797852e+00,3.385061264038085938e+00,-1.265922918790590435e-01,3.010000000000000000e+02,4.429841777138713299e-01
3.175076198577880859e+01,1.375564727783203125e+02,3.342708587646484375e+01,3.665687561035156250e+00,3.373248100280761719e+00,-1.047111564604936984e-01,3.030000000000000000e+02,4.116402836340273264e-01
3.200255012512207031e+01,1.384779052734375000e+02,3.427093505859375000e+01,3.681904554367065430e+00,3.361806869506835938e+00,-9.154892488495983138e-02,3.060000000000000000e+02,4.292634148559365537e-01
3.225390529632568359e+01,1.394017181396484375e+02,3.511143112182617188e+01,3.695462465286254883e+00,3.351663827896118164e+00,-7.095877236411793354e-02,3.080000000000000000e+02,3.936482260189109739e-01
3.250008606910705566e+01,1.403304290771484375e+02,3.595109939575195312e+01,3.705414772033691406e+00,3.341555833816528320e+00,-5.845513950174780621e-02,3.110000000000000000e+02,3.970983621348582737e-01
3.275460314750671387e+01,1.412632751464843750e+02,3.679012298583984375e+01,3.711759805679321289e+00,3.331253528594970703e+00,-4.002456441814851440e-02,3.130000000000000000e+02,3.639962494253268788e-01
3.299908399581909180e+01,1.422006683349609375e+02,3.762918853759765625e+01,3.715625762939453125e+00,3.321475744247436523e+00,-2.806561629245451703e-02,3.160000000000000000e+02,3.480661849988213041e-01
3.325301504135131836e+01,1.431450195312500000e+02,3.847181701660156250e+01,3.716639995574951172e+00,3.312958955764770508e+00,-1.272894199292504136e-02,3.180000000000000000e+02,3.331551398721402935e-01
3.350389409065246582e+01,1.440793304443359375e+02,3.930392074584960938e+01,3.715542793273925781e+00,3.305753946304321289e+00,-3.048931623613102947e-03,3.210000000000000000e+02,2.902463510280656189e-01
3.375251317024230957e+01,1.450095062255859375e+02,4.013119506835937500e+01,3.714741468429565430e+00,3.301653861999511719e+00,8.632665209861133115e-03,3.230000000000000000e+02,2.916636543468368870e-01
3.400170207023620605e+01,1.459427032470703125e+02,4.096063613891601562e+01,3.715409755706787109e+00,3.301046133041381836e+00,1.646358039803456214e-02,3.260000000000000000e+02,2.379886197459936681e-01
3.425286006927490234e+01,1.468729248046875000e+02,4.178801345825195312e+01,3.715593338012695312e+00,3.302431106567382812e+00,2.477459805653461217e-02,3.280000000000000000e+02,2.519913374225865588e-01
3.450148916244506836e+01,1.478055267333984375e+02,4.261810684204101562e+01,3.714175224304199219e+00,3.303869009017944336e+00,3.068324436131899743e-02,3.310000000000000000e+02,1.874046365524122404e-01
3.475158500671386719e+01,1.487342071533203125e+02,4.344624328613281250e+01,3.712485551834106445e+00,3.306766510009765625e+00,3.608188387818159898e-02,3.330000000000000000e+02,2.195974389651100811e-01
3.500184226036071777e+01,1.496691741943359375e+02,4.428075408935546875e+01,3.711014747619628906e+00,3.310637474060058594e+00,4.058830614599408249e-02,3.360000000000000000e+02,1.390883901751501783e-01
3.525593328475952148e+01,1.506092987060546875e+02,4.512211608886718750e+01,3.707757949829101562e+00,3.314259529113769531e+00,4.371153317663376697e-02,3.380000000000000000e+02,2.167435967606209379e-01
